rcasiteid,Gen_lat,Gen_long,SOCstock100
C0504R16,41.89,-103.09,11.8747061789083
C0504R17,42.31,-98.94,29.9930470343489
C0504R18,40.15,-102.25,31.4272651578847
C0504R19,42.1,-99.52,85.7950383564028
C0504R20,40.62,-101.48,39.1281811361491
C0504R21,41.76,-99.61,50.7068488863909
C0504R25,41.24,-101.32,35.0132105635445
C0504R30,40.26,-103.55,43.5748482282018
C0504W01,41.83,-99.76,41.8030676555081
C0504W03,43.03,-101.91,189.13796418565
C0504W04,42.05,-99.15,46.2851525003501
C0504W05,42.45,-100.26,24.9136252097646
C0504W06,42.69,-100.3,148.535466368814
C0504X01,42.31,-98.94,23.408509078874
C0504X02,41.65,-104.34,49.5245694289288
C0505C01,41.23,-96.83,112.515268295542
C0505C02,40.4,-95.7,50.5777620857895
C0505C04,40.14,-96.56,87.874627599786
C0505C05,40.93,-96.47,72.8185621015517
C0505C09,40.04,-96.44,150.26674339142
C0505F01,39.54,-95.87,115.437296392273
C0505F02,37.31,-94.84,108.119870860306
C0505F03,37.95,-93.99,57.6759656405645
C0505F05,39.29,-95.06,176.164094530995
C0505F08,39.41,-94.98,120.705834497773
C0505P02,37.48,-94.25,61.8123982803087
C0505P04,37.68,-95.4,59.106207769536
C0505P06,35.82,-95.58,55.295796581706
C0505P07,37.77,-95.41,136.951261747175
C0505P08,37.44,-95.21,120.212526920681
C0505R01,37.41,-96.35,168.015592061844
C0505R02,37.55,-96.34,50.1609471373272
C0505R03,38.29,-95.13,222.012731083259
C0505R04,36.19,-95.49,86.7468352054086
C0505R05,38.37,-95.73,113.063464528584
C0505W01,41.49,-103.66,111.879267431531
C0505W02,41.11,-102.37,87.1932977823448
C0505W04,37.35,-100.23,151.16948712125
C0505W06,41.94,-102.39,143.564684480807
C0505X02,40.2,-96.51,75.61972283846
C0505X03,40.33,-95.99,197.140520249978
C0505X05,38.59,-93.91,91.5624638277703
C0505X06,41.18,-96.93,114.938442361983
C0505X08,40.89,-96.75,121.244396994684
C0506C02,40.32,-103.84,42.3007795121285
C0506C04,39.79,-104.06,57.8740813709687
C0506C05,40.24,-100.83,118.832590568603
C0506C06,41.56,-102.9,38.4706708750104
C0506C09,39.94,-103.76,59.3320862183612
C0506C12,39.8,-103.97,44.4039776707261
C0506F01,41.76,-103.82,121.502409417321
C0506F02,40.15,-99.18,127.754346611785
C0506F03,35.83,-96.22,69.1872003077283
C0506F04,37.77,-95.86,42.7148827096876
C0506F05,37.08,-96.41,75.8296967805603
C0506P01,38.2,-104.65,43.7064831912879
C0506P03,40.08,-101.63,88.0552157736756
C0506P05,37.47,-95.52,96.1688116754333
C0506P06,38.24,-103.78,65.869700099008
C0506P07,39.6,-104.16,47.8746064224236
C0506R01,41.4,-103.66,128.38291170726
C0506R02,37.21,-103.89,49.1682760726062
C0506R03,37.96,-101.46,68.3710914839809
C0506R04,40.73,-99.88,98.0664973723056
C0506R05,38.29,-104.99,52.4809990805608
C0506R06,38.72,-102.77,41.1994744105093
C0506R07,40.42,-100.76,45.2720408154622
C0506R08,41.23,-98.88,60.4091323179285
C0506R09,41.88,-104.15,36.9083630081787
C0506R10,40.66,-103.99,130.849475069366
C0506R11,38.07,-103.49,46.7920966764226
C0506R12,38.11,-103.74,10.8689022942091
C0506R14,40.17,-100.44,88.8352864611332
C0506R15,37.45,-103.34,69.2510702297613
C0506R16,38.67,-100.25,120.806067994282
C0506R17,40.47,-104.26,53.6980204400378
C0506R18,37.7,-103.29,56.1632399892377
C0506W01,39.75,-100.43,127.672259724725
C0506W09,37.67,-104.68,58.6379668565676
C0506X01,42.04,-104.45,55.1996246499044
C0506X03,39.66,-102.1,86.6206621780616
C0507C01,37.19,-94.9,78.2536590499663
C0507C02,39.78,-95.55,51.2971136561287
C0507C03,39.51,-95.72,80.7437060867957
C0507C04,39.66,-95.46,117.240733508865
C0507C05,38.49,-94.45,96.2884111089101
C0507F01,36.85,-95.4,116.030002679141
C0507F02,38.75,-95.29,169.492062554285
C0507F07,38.65,-93.5,125.736360468138
C0507P03,38.5,-94.31,255.105114982125
C0507P05,36.83,-95.92,110.925846177988
C0507P06,38.63,-94.13,158.127524361995
C0507P07,37.59,-94.97,174.328906855133
C0507P08,40.4,-96.11,149.388201856628
C0507R02,38.06,-95.42,142.153677925993
C0507R03,39.59,-96.46,131.030261619831
C0507R04,38.0,-95.59,134.614139096492
C0507R05,39.46,-96.08,210.651666267349
C0507W04,40.12,-97.47,238.175718721443
C0507W05,42.39,-102.45,423.434345152342
C0507W06,42.55,-99.25,64.4072331756103
C0507X01,38.46,-94.7,242.009475740542
C0507X02,40.26,-96.26,139.078953946239
C0507X03,39.18,-96.22,104.485551981868
C0508C01,40.18,-98.48,75.1460064807343
C0508C03,39.64,-100.79,80.2488651240638
C0508C04,39.43,-97.31,99.9296367166161
C0508C06,40.31,-98.44,45.298212884126
C0508C07,40.9,-97.03,91.8914703621005
C0508C08,41.35,-104.21,79.6261146162736
C0508C10,40.04,-97.58,122.810471498957
C0508C11,40.12,-100.86,103.276946219359
C0508C12,38.3,-99.13,94.9591234844536
C0508C13,39.49,-97.07,103.293123551547
C0508C15,39.41,-100.65,118.052696284075
C0508C16,40.07,-99.92,75.1751809419267
C0508C17,40.37,-101.34,48.5556773800084
C0508C18,40.36,-99.28,113.736058352277
C0508C19,41.33,-104.51,63.5956798953551
C0508C20,40.35,-97.26,126.54582757758
C0508C21,40.18,-100.25,59.9294548677736
C0508C22,40.39,-99.15,113.483774099869
C0508C23,40.6,-97.13,223.882457265481
C0508C24,40.26,-99.51,71.415204762273
C0508C25,38.84,-101.95,55.9206647536405
C0508C26,37.76,-100.78,121.177184570346
C0508C27,38.96,-101.04,66.9612018226589
C0508C28,39.15,-103.83,59.3237467905564
C0508C29,40.68,-101.39,75.5198472115755
C0508C31,40.56,-103.29,47.1651788456094
C0508C32,40.57,-99.56,111.613641650668
C0508C35,39.86,-99.83,97.7023413938528
C0508C36,40.24,-98.29,127.430096096311
C0508F03,40.46,-97.2,111.974770841504
C0508P04,37.63,-98.65,49.2062899288241
C0508P06,40.7,-98.01,92.3008455239804
C0508P09,37.49,-99.22,112.165273919681
C0508R01,38.82,-97.95,90.1658383256126
C0508R02,40.75,-100.13,69.6561787082007
C0508R03,41.17,-98.83,93.9324004306016
C0508R04,41.43,-100.3,89.3115680161504
C0508R05,41.64,-99.15,134.239942221947
C0508R06,37.99,-96.59,149.623228598885
C0508R08,39.01,-100.09,101.981732225658
C0508R09,40.89,-102.6,63.0369512898108
C0508R10,38.34,-96.54,105.615811442919
C0508R11,38.41,-96.72,146.955727920989
C0508R12,39.63,-101.96,61.8504675601816
C0508R13,37.07,-96.54,118.213589667971
C0508R14,39.11,-98.38,130.835220185754
C0508R16,40.14,-98.95,179.582019830038
C0508R20,37.48,-97.87,312.075125521422
C0508R22,36.71,-96.87,162.769960144427
C0508R23,40.04,-98.97,93.960264657782
C0508R29,40.61,-102.92,149.518379487417
C0508R30,39.17,-99.49,90.0330963421316
C0508R33,39.19,-102.17,85.4092682178969
C0508W01,37.29,-100.49,128.011630845457
C0508W02,39.35,-102.22,129.584794112878
C0508W07,40.87,-102.77,63.4907925957106
C0508X01,38.93,-98.38,72.0307080520967
C0508X02,40.72,-103.39,77.9453339541805
C0508X06,38.24,-101.11,89.2704423319659
C0509C01,39.07,-95.41,125.383112360143
C0509C02,41.32,-97.62,123.232414181534
C0509C03,41.21,-97.98,89.7989214638474
C0509C04,40.91,-98.29,107.471112963682
C0509C05,41.04,-98.09,135.973133314502
C0509F01,40.08,-98.49,39.591662553853
C0509F03,38.81,-93.75,115.094079466328
C0509P01,38.88,-93.26,177.696836140895
C0509P02,37.93,-101.24,114.868620909551
C0509P03,38.76,-93.84,270.100192031643
C0509R01,40.34,-104.12,58.1586439417583
C0509R02,38.06,-103.36,90.5436222641969
C0509R03,42.0,-104.06,128.339119820712
C0509R04,38.95,-99.39,179.631480341326
C0509R05,41.13,-98.24,182.482411938228
C0509R08,40.22,-103.6,65.7151414856176
C0509R09,40.67,-99.54,94.0155955251726
C0509R15,41.29,-97.85,110.653501482828
C0509R16,41.78,-104.34,21.2142335437976
C0509R19,38.18,-104.15,160.825831135898
C0509W01,37.89,-98.56,327.759129842436
C0509W02,40.32,-104.14,141.500065955271
C0509W03,41.69,-103.15,44.54988498385
C0509W04,41.79,-104.39,20.960679013948
C0509W05,37.46,-99.04,51.7816776935182
C0510C01,37.06,-95.6,202.272058721873
C0510C03,41.04,-98.42,54.5853610620972
C0510C04,41.35,-97.27,116.007894516851
C0510C05,41.23,-97.73,123.133293267199
C0510F01,37.1,-95.08,117.091944250047
C0510F02,38.29,-94.72,176.456133839759
C0510F03,37.26,-95.04,146.905596830584
C0510F04,38.86,-93.41,161.095103959636
C0510F05,38.86,-93.45,167.224112406334
C0510P01,37.33,-95.3,214.525180477205
C0510P03,38.0,-94.24,149.201812910504
C0510P04,40.8,-96.29,211.484696822872
C0510P06,37.39,-95.56,196.84040894688
C0510R01,41.32,-97.85,70.1407492051336
C0510R04,41.38,-97.84,75.6832493858728
C0510R05,42.45,-99.14,149.567821274256
C0510R07,42.49,-99.87,70.8562813557903
C0510W03,38.47,-94.22,193.350574693333
C0510W04,42.5,-99.91,98.0236100820887
C0510W05,38.55,-93.22,148.066334522052
C0510W07,38.81,-94.18,59.1767408163631
C0510X01,37.77,-94.55,186.422930724764
C0511C02,40.7,-103.12,137.141056760411
C0511C05,40.11,-97.43,156.695411843853
C0511C06,40.71,-96.25,193.454061785021
C0511C08,40.34,-96.64,198.287023091156
C0511C10,40.44,-97.55,238.943050634837
C0511F04,36.01,-95.99,94.4195681845905
C0511F05,40.27,-95.72,188.996245507572
C0511F06,40.28,-100.13,107.595692573619
C0511F07,38.04,-94.19,139.233131391656
C0511P02,41.45,-97.58,37.7950681627534
C0511P03,40.72,-97.78,135.462295008828
C0511P04,40.73,-97.78,166.395648558521
C0511P08,35.93,-95.77,53.113680499044
C0511P10,40.56,-95.93,303.846424644422
C0511R01,38.75,-100.53,204.811126668537
C0511R02,37.99,-103.26,87.5069896215615
C0511R04,38.89,-101.08,78.463782402546
C0511R05,39.13,-101.76,95.6767017433335
C0511R07,37.97,-101.12,68.4844812048185
C0511W07,40.02,-98.34,116.580719176061
C0511W08,38.33,-100.26,106.877192955761
C0511W09,36.96,-95.53,181.647886529691
C0511X01,40.2,-98.36,110.759873966346
C0511X02,37.92,-101.18,44.1649077830334
C0511X03,38.13,-100.41,81.6202308111143
C0512C04,39.35,-95.55,119.507616674124
C0512C06,39.16,-98.71,257.148073494657
C0512C09,38.55,-94.12,155.859163037094
C0512C10,39.97,-95.75,226.308086934855
C0512F01,37.56,-94.14,34.7261599360385
C0512F03,35.18,-96.28,79.6980152507705
C0512F04,36.29,-95.39,27.3394698219093
C0512F05,38.71,-93.64,39.8852660209269
C0512P01,36.55,-95.29,45.3974462055777
C0512P02,36.17,-95.32,49.8839664173559
C0512P03,35.48,-96.14,58.4452669764884
C0512P04,36.74,-95.69,115.954669156608
C0512P10,38.86,-95.39,124.275946022298
C0512R01,36.74,-96.52,48.9035675277612
C0512R02,39.72,-97.31,86.3220221728023
C0512R03,37.33,-98.0,
C0512R04,37.06,-96.91,59.6957808455703
C0512X01,38.23,-100.1,51.6066919563017
C0512X02,39.81,-97.31,52.5342986024907
C0512X03,37.71,-94.19,20.2352669881715
C0512X05,40.09,-96.69,36.2814541355361
C0512X07,38.08,-99.7,46.0541472675009
C0601C01,38.06,-109.12,17.7166132691577
C0601C02,37.47,-108.7,120.804670659369
C0601C03,37.52,-108.7,79.590688402537
C0601C04,37.03,-107.47,79.6152861356343
C0601C05,39.2,-111.04,95.7825015710743
C0601F01,36.39,-107.35,5.84905085342536
C0601F03,39.51,-105.29,26.3834867715432
C0601F04,40.73,-105.46,57.5765200963773
C0601F05,39.52,-105.43,16.6568633083502
C0601F06,39.79,-105.46,35.3194413383973
C0601F07,37.38,-107.66,50.8413337771545
C0601P01,37.33,-113.7,39.0359509374248
C0601P02,39.34,-110.89,22.0160584327239
C0601P03,40.04,-105.21,59.5983386730359
C0601P04,38.76,-107.65,153.413446674735
C0601R01,38.86,-105.32,44.5988596194136
C0601R02,40.59,-108.89,57.7787796470308
C0601R03,38.92,-111.22,31.9495229650124
C0601R04,38.43,-107.93,75.7357572417496
C0601R05,39.04,-110.18,24.4111130768226
C0601R06,39.81,-107.94,181.838514427653
C0601R07,39.17,-111.07,19.8327229910803
C0601R08,39.8,-110.61,123.246084394064
C0601R09,38.0,-109.23,32.3692398640104
C0601R10,37.96,-109.14,55.2231112765714
C0601R11,40.94,-109.7,6.28288788629744
C0601R12,38.98,-109.4,14.1471325814414
C0601R13,41.85,-105.34,13.7643950656107
C0601W01,39.34,-110.84,57.2641498692882
C0601W03,39.22,-110.98,106.731809441965
C0601X01,37.92,-108.99,149.045819112345
C0602C01,40.45,-107.93,311.503798666497
C0602C02,40.99,-107.76,74.5381963766397
C0602C03,38.97,-111.15,160.440636216068
C0602C04,41.51,-111.16,75.8646378542437
C0602C05,41.49,-111.16,95.1182205567781
C0602P01,37.49,-113.29,145.594418776178
C0602P02,39.42,-110.83,102.217694006603
C0602P03,39.5,-110.77,96.7768978458366
C0602P04,39.29,-110.94,159.866721576744
C0602P05,39.5,-110.7,84.017406042317
C0602R01,37.89,-109.32,137.673886243869
C0602R02,39.52,-110.83,51.9480931117732
C0602R03,35.65,-107.12,52.5072396607066
C0602W01,39.34,-108.19,81.8600476672518
C0602W03,39.09,-111.08,121.397372896998
C0602W04,35.53,-106.37,22.2023147320786
C0602W05,39.58,-110.83,63.1683184506328
C0602W06,42.14,-109.39,44.0005859913055
C0602W07,39.58,-110.79,148.427346478027
C0603F01,39.76,-105.44,102.628527653711
C0603F02,38.47,-106.46,101.804890040201
C0603F03,39.76,-105.63,9.42696957327589
C0603P01,38.88,-106.16,44.5147582081647
C0603R01,37.53,-105.64,6.86215041706389
C0603R02,37.7,-106.33,12.8544717638232
C0603R03,39.04,-105.86,51.338814414677
C0603R04,38.71,-104.47,45.35861902265
C0603R05,37.63,-105.61,35.1113839015867
C0603R06,37.56,-105.64,18.0117451942163
C0603R07,39.05,-105.77,44.970679023036
C0603R08,37.47,-105.66,5.99286520559648
C0603W01,38.79,-106.13,553.013250168027
C0604C01,40.72,-111.47,
C0604C02,41.06,-111.69,181.124440305766
C0604C03,37.79,-106.21,44.7910480610605
C0604C04,41.01,-111.49,137.693492041053
C0604C05,37.68,-105.97,8.36093034960755
C0604C06,37.72,-106.04,40.5754098711145
C0604F01,38.77,-107.06,235.108626804354
C0604F02,40.74,-111.36,197.893483645501
C0604P01,37.52,-106.17,133.346232503646
C0604P02,39.4,-110.81,59.671402519633
C0604P03,40.19,-105.23,128.563033667552
C0604P04,37.37,-105.8,133.304553895852
C0604P05,40.41,-111.47,231.873076089598
C0604P06,40.91,-106.3,2372.29914204038
C0604R01,40.53,-107.43,120.477170480982
C0604R02,39.25,-110.98,184.982360306909
C0604R03,37.6,-105.81,17.6748393733006
C0604R05,37.83,-106.15,87.3709856600415
C0604R06,37.32,-105.87,22.4353520954662
C0604W01,39.0,-105.67,88.5067958302678
C0604W02,41.02,-105.75,194.333859567848
C0604W04,38.91,-111.21,60.075250575837
C0604W05,39.21,-110.99,82.9791796702867
C0604W06,39.01,-105.71,24.5111201913005
C0605C01,40.61,-107.36,55.7265757775905
C0605C02,37.42,-106.06,96.3479399042113
C0605C03,38.54,-106.11,83.4676403076832
C0605C04,40.48,-111.36,105.322732468934
C0605C05,42.26,-111.71,188.200044568651
C0605F01,41.57,-111.6,368.243978118187
C0605F02,40.41,-106.1,17.8842372160648
C0605F03,40.65,-106.09,167.232372304052
C0605F04,37.58,-108.21,99.7156406110256
C0605F05,38.09,-107.99,521.649610624032
C0605F06,36.48,-105.41,328.616450316034
C0605F07,40.02,-106.01,215.358594063694
C0605F08,39.61,-110.33,42.1790113875774
C0605F10,41.28,-111.64,236.256061335682
C0605P01,39.19,-104.54,47.0436372883581
C0605P02,38.67,-106.09,143.560104419803
C0605P03,37.06,-105.08,214.733634973488
C0605P04,42.49,-111.38,117.939695867637
C0605P05,38.52,-106.93,113.729283485613
C0605R01,41.56,-111.29,229.39631594697
C0605R02,42.57,-111.56,81.6831652640254
C0605R03,42.65,-108.32,42.22518730007
C0605R04,39.59,-105.18,97.9746242678364
C0605R05,39.78,-110.32,56.798585835657
C0605R06,41.12,-111.69,224.42978608173
C0605R07,40.57,-107.32,279.731468006982
C0605R08,39.91,-107.54,242.423079785779
C0605R09,39.96,-107.58,51.3786512340906
C0605R10,40.07,-106.94,93.1590673995007
C0605R11,39.91,-107.82,127.916052452583
C0605R12,40.68,-107.92,74.9103410793935
C0605W01,39.37,-105.81,102.571651205407
C0605W02,38.79,-105.21,102.879513115401
C0605W03,40.64,-106.95,111.207704338176
C0605W04,40.01,-107.54,282.270863247571
C0605W05,37.51,-105.39,78.2115452007057
C0606C01,38.89,-111.22,34.9024896312608
C0606C02,39.25,-108.87,44.2699193160787
C0606C03,38.77,-108.12,53.137545110164
C0606C05,39.14,-108.56,91.3861985818031
C0606F01,36.49,-105.56,28.5349504454028
C0606P01,40.28,-109.9,16.9987550361117
C0606P02,38.95,-108.31,145.587925051363
C0606P03,37.06,-107.56,90.5649304492503
C0606P04,40.36,-109.93,58.0841973508197
C0606P05,38.87,-107.92,61.6661017451103
C0606R01,35.92,-106.13,17.308303123255
C0606R02,35.48,-106.35,28.0457413175794
C0606R03,38.94,-109.04,43.3780276009638
C0606R04,35.88,-106.04,1.33038431941719
C0606R05,37.68,-105.03,48.4223362957291
C0606R06,35.93,-105.97,73.8207953257883
C0606R07,35.93,-105.95,5.29918981536405
C0606R08,39.06,-111.14,83.7718805745619
C0606R09,39.13,-104.18,54.6385413011085
C0606R10,38.9,-110.32,
C0606W01,39.34,-110.94,193.802501095366
C0606W02,39.46,-110.77,65.9187092104673
C0606W03,40.37,-109.8,70.5647167013395
C0607C01,37.84,-109.31,72.3510711357796
C0607C02,37.77,-109.16,33.8090554179492
C0607C03,41.02,-111.68,201.553337825824
C0607C04,39.56,-104.39,30.5671163363384
C0607F01,37.69,-109.41,53.5512064868768
C0607F02,35.61,-105.87,31.5069975982113
C0607F03,36.52,-106.58,61.6322057741461
C0607P01,37.65,-108.95,54.7772822740027
C0607P02,37.06,-107.67,45.8733310285299
C0607P03,37.16,-107.76,88.1832956090917
C0607P04,37.83,-109.03,78.497102807546
C0607P05,37.42,-108.7,29.9368958855702
C0607R01,39.64,-111.67,114.485053712866
C0607R02,39.23,-104.36,72.2141510979214
C0607R03,37.43,-108.91,40.4398476779477
C0607R04,39.47,-104.52,102.935510617984
C0607R05,39.31,-112.13,45.1597145273447
C0607R06,39.57,-104.48,62.732852988643
C0607R08,37.95,-104.88,47.3751101313866
C0607R09,40.1,-108.74,162.595538223944
C0607R10,39.07,-104.53,59.4977009914573
C0607R11,37.49,-113.27,100.130519317862
C0607R12,39.12,-108.44,53.7418330884447
C0607R14,39.38,-110.83,13.3582860246559
C0607W02,37.01,-107.31,81.9383464093251
C0607W03,37.49,-108.66,175.920717667739
C0607W04,40.27,-109.96,28.0898799822934
C0607W05,37.2,-107.77,119.346074478281
C0607W06,37.43,-108.53,61.8131567212047
C0607X01,37.8,-108.99,55.8354616870087
C0607X02,37.9,-108.94,121.565122569537
C0607X03,37.8,-108.98,30.9297104661327
C0608C01,37.38,-106.05,41.9349694870859
C0608C02,42.14,-109.39,47.8614742210939
C0608C03,37.67,-106.11,25.61349603608
C0608C04,42.18,-109.4,21.5185964249618
C0608C05,38.07,-104.97,147.818345343875
C0608F01,37.03,-106.94,173.769196211542
C0608F02,36.84,-105.06,198.143417902324
C0608F03,36.05,-105.37,186.641545172246
C0608F04,40.02,-106.8,312.619208086409
C0608F05,37.54,-105.4,55.0851056834091
C0608F06,37.38,-108.25,72.5060271710879
C0608P01,41.44,-105.94,63.7690549951742
C0608P02,41.02,-109.94,396.43129900114
C0608P03,40.99,-109.79,116.263775076347
C0608P04,37.59,-106.08,49.5424489456362
C0608P05,37.12,-106.01,68.3282115841765
C0608R01,41.36,-111.22,40.6005241522518
C0608R02,37.8,-105.83,38.8215245061542
C0608R03,41.05,-109.88,26.158490304534
C0608R04,37.62,-105.92,
C0608R05,42.72,-108.32,82.2464135729231
C0608R06,42.46,-107.37,23.7343492545044
C0608R07,37.43,-105.54,2.86028603585899
C0608R08,37.43,-106.17,63.4903261308159
C0608R09,38.97,-105.65,60.8303390345892
C0608R10,40.71,-107.5,67.6898218815718
C0608R11,40.98,-109.88,50.9222305652935
C0608R12,37.92,-105.79,35.3328545984419
C0608R13,43.42,-109.36,27.2472556711577
C0608R14,37.09,-105.74,23.0267885746286
C0608R15,37.97,-106.07,39.5128993384577
C0608R16,37.03,-105.52,19.4846042332982
C0608R18,38.11,-112.01,26.2422433937781
C0608W01,37.52,-105.98,52.8483397675602
C0608W03,41.66,-111.18,109.275130833621
C0608W04,40.42,-109.87,115.847045975549
C0608W05,37.91,-106.14,21.6043147818173
C0608W07,41.55,-106.89,91.3263635513431
C0608W09,37.69,-105.74,0.857844526935018
C0608X01,40.66,-107.79,60.594914495163
C0609F01,35.5,-106.39,20.1093497905109
C0609P01,39.23,-104.22,130.511865590915
C0609P02,40.56,-106.25,54.2119712414989
C0609P03,40.45,-109.48,112.392155187275
C0609P04,36.1,-106.96,154.309109859471
C0609R01,39.5,-110.66,113.251724813262
C0609R02,37.98,-105.9,59.2236657065449
C0609R03,42.87,-108.45,41.6566298512795
C0609R04,38.81,-104.46,55.3480757276805
C0609R08,40.83,-105.5,78.0121239522702
C0609W01,38.95,-111.2,52.9774203965782
C0609W02,42.52,-107.67,68.648419480444
C0609W03,40.03,-108.01,106.288379184842
C0609W04,35.88,-106.01,2.81329175144603
C0610F01,40.17,-107.02,165.784048150137
C0610P01,37.49,-105.82,64.5328853943758
C0610P02,41.0,-107.25,194.086507835468
C0610P03,35.97,-105.31,124.681994718272
C0610P04,37.52,-106.16,188.128987332666
C0610P05,41.69,-111.11,154.579428308672
C0610P07,37.29,-105.82,163.191094434963
C0610P08,39.34,-110.93,48.9812382606468
C0610R01,37.04,-105.56,56.9714168734421
C0610R02,37.79,-105.83,9.17586550969858
C0610R03,38.22,-106.3,75.7920172800108
C0610R04,37.92,-106.11,1.21843884394128
C0610R05,36.09,-106.98,187.156188128611
C0610W01,39.26,-105.99,238.093263174769
C0610W02,37.08,-105.89,76.7269219138706
C0610W03,41.81,-111.07,144.865281420549
C0610W04,39.08,-105.86,268.850258422296
C0610W05,38.24,-105.89,180.224992239226
C0611C01,39.94,-107.74,171.220616377413
C0611C02,41.05,-111.71,128.781001838636
C0611C03,39.39,-107.11,551.446935994156
C0611C04,37.95,-105.81,54.615042744973
C0611C05,40.28,-107.79,217.080190548153
C0611F01,35.96,-106.08,55.2827593570822
C0611F02,35.96,-106.07,1.32916281574242
C0611F03,36.0,-106.07,1.8220658468731
C0611F04,35.9,-106.04,67.7683681157065
C0611F05,35.99,-106.07,26.9060614430465
C0611P01,36.14,-106.16,
C0611P02,40.45,-107.64,62.8079600602158
C0611P03,36.19,-106.22,60.2521872580237
C0611P05,36.42,-105.58,161.228496496725
C0611R01,38.05,-106.05,81.2163843956603
C0611R02,43.31,-109.15,1307.96146237024
C0611R03,36.17,-106.18,14.4139766555114
C0611R05,37.91,-106.16,47.4469550164558
C0611R06,35.54,-106.36,99.9460055956658
C0611W01,41.2,-105.63,151.79242091964
C0611W02,38.23,-105.99,347.610820881116
C0611W03,37.38,-108.52,194.529228362451
C0611W04,40.03,-108.01,50.8968503617955
C0611W05,41.33,-105.95,212.385042580527
C0612F01,38.14,-105.29,72.7656620157458
C0612F02,39.26,-107.94,46.1636447451664
C0612F03,40.55,-111.13,174.658711705447
C0612F04,36.81,-106.55,220.974670420947
C0612P01,38.94,-107.88,114.075965853804
C0612P02,36.16,-105.11,87.8947486891079
C0612P03,40.28,-106.83,161.043784154342
C0612P04,42.22,-111.71,214.37674166426
C0612P05,40.0,-107.84,131.595221339457
C0612R01,39.69,-111.48,217.312282555621
C0612R02,36.85,-106.58,138.104906349528
C0612R03,39.01,-107.54,275.653684744089
C0612R04,38.91,-105.17,71.2424342287529
C0612R05,42.51,-106.28,93.5331448408799
C0612R06,40.26,-107.87,97.4505412682124
C0612W01,39.45,-107.08,590.149561370356
C0612W02,41.64,-111.14,186.129534720067
C0612W03,41.77,-111.09,204.089082648092
C0612W04,41.64,-111.36,133.25523871855
C0612W05,38.77,-107.07,175.176131793482
C0701C10,46.67,-103.77,11.0649066553608
C0701C95,46.83,-98.87,99.3280019226061
C0701C96,46.89,-103.26,59.9192119277066
C0701C98,47.91,-103.42,102.719816869131
C0701C99,46.87,-102.62,48.610836168402
C0701F03,46.28,-108.83,12.7621221987079
C0701F04,44.83,-104.2,33.5630639786383
C0701F05,42.9,-98.43,210.222997717189
C0701F07,45.87,-109.77,32.932944666053
C0701P01,46.43,-99.14,113.022041600958
C0701P02,46.18,-109.15,37.1679900592678
C0701P03,44.82,-103.9,107.569600633351
C0701P05,46.38,-109.42,34.2447257692182
C0701P06,47.07,-99.46,105.11820716703
C0701R01,43.51,-104.09,94.393577623357
C0701R02,47.81,-108.59,65.0717523792405
C0701R04,46.23,-107.96,37.5931346090528
C0701R06,47.01,-107.69,30.1748050854495
C0701R07,44.69,-103.63,112.435216070171
C0701R08,45.95,-109.75,4.07013347097272
C0701R09,46.52,-108.43,27.9392305617454
C0701R10,46.45,-97.94,143.11204510519
C0701R11,46.16,-109.52,39.9194097456771
C0701R12,43.64,-104.62,65.3842510509345
C0701R14,45.78,-103.68,442.198119169051
C0701R15,42.62,-103.94,14.2391289021313
C0701R16,43.98,-104.66,75.8424179405982
C0701R17,45.55,-105.78,51.0326395847111
C0701R20,44.52,-102.87,78.8290515457232
C0701R22,46.51,-103.36,98.9715342406412
C0701R23,45.53,-100.37,75.6715245441145
C0701R24,47.38,-107.76,369.947464728237
C0701R87,44.02,-104.09,54.3576423492691
C0701R88,42.85,-106.56,79.307262138141
C0701R89,43.42,-99.19,118.368321000092
C0701R96,47.06,-101.2,273.716378346851
C0701X01,46.35,-97.56,112.486659736094
C0701X90,47.59,-98.72,58.3339420830438
C0701X91,47.02,-99.49,68.1184095093359
C0701X92,47.08,-99.56,142.878182588625
C0702C01,47.98,-104.06,96.101748120723
C0702C04,47.98,-103.9,124.088134152838
C0702C08,44.08,-99.45,230.13471509938
C0702C10,47.35,-111.44,168.224209047243
C0702C88,44.29,-100.0,151.978980056096
C0702R01,44.82,-103.45,84.431263780831
C0702R02,46.05,-109.64,1661.66439527344
C0702R03,43.14,-103.67,143.041147321956
C0702R04,46.19,-109.99,68.1704391850109
C0702R05,44.25,-104.32,419.942811811913
C0703C02,47.95,-104.19,135.534761833474
C0703C07,48.65,-105.93,154.046810583324
C0703C08,48.25,-104.4,91.7662080534489
C0703C12,48.57,-97.63,298.948273303401
C0703C13,47.0,-96.66,103.114786372165
C0703C65,44.51,-98.93,143.78208686571
C0703C67,45.53,-100.16,175.632390469586
C0703C95,46.8,-103.11,118.592752552689
C0703F01,47.78,-98.58,409.442786582158
C0703F02,48.08,-100.88,334.100874765931
C0703P04,46.93,-103.74,125.074170607217
C0703P06,46.56,-98.26,481.3058779308
C0703P08,44.56,-96.38,299.270266988803
C0703P10,48.52,-105.89,38.2804539975481
C0703P92,44.0,-98.69,254.286524622825
C0703R01,46.44,-101.78,232.940209257481
C0703R02,46.47,-100.03,222.312759888815
C0703R03,45.97,-102.74,
C0703R04,48.7,-105.81,151.994043159585
C0703R06,42.78,-106.15,40.1637535812023
C0703R07,46.15,-100.13,176.225546234573
